"SriLanka_creole","phonetic_transcription","Portuguese_definition","English_definition","pos","Related_languages","pt_related annotations","sources","original_full_entry","original_Portuguese_definition","original_linguistic_notes","page"
"querandomente","keɾandomente","voluntariamente","voluntarily","noun",,,,,"voluntariamente",,
"Quizer","kizeɾ","o que se quiser","whatever you want","noun",,,,,"o que se quiser",,
"Querer","keɾeɾ","querer","want","verb",,,,,"volição, vontade, de querer, por querer, voluntariamente",,
"queria","keɾia","querer","want","verb",,,,,"volição, vontade, de querer, por querer, voluntariamente",,
"querria","keria","querer","want","verb",,,,,"volição, vontade, de querer, por querer, voluntariamente",,
"Querioso","keɾiozo","desejoso, ávido","eager","adjective",,,,,"desejoso, ávido",,
"Quèssa","keːsa","queixa, acusação","complaint, accusation","noun",,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173
"quesa","keza","queixa, acusação","complaint, accusation","noun",,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173
"Quessá","kesaː","queixar-se","complain","verb",,,,,"queixar-se",,
"Quessador","kesadoɾ","acusador","accuser","adjective",,,,,"acusador",,
"Quetanto","ketanto","quanto","how much","adverb",,,,"Qnetanto, qutanto (p. us.), quanto.","quanto","pouco usado",173
"qutanto","kutanto","quanto","how much","adverb",,,,"Qnetanto, qutanto (p. us.), quanto.","quanto","pouco usado",173
"Quifoi","kifoj","porque foi?","why was it?",,,,,"Quifoi, porque foi?","porque foi?",,173
"Quindé","kindeː","fender, cavar","slit, dig","verb","Dutch",,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173
"quindi","kindi","fender, cavar","slit, dig","verb","Dutch",,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173
"Quinhador","kiɲadoɾ","quinhoeiro","bagman","noun",,,,"Quinhador, quinhoeiro.","quinhoeiro",,173
"Quorenta","kuoɾenta","quarenta","forty","numeral",,"Minho",,"Quorenta, quarenta. No Minho : corenta.","quarenta",,173
"Rabana","rabana","«rabana»","drum","noun","Malay, Konkani","comum a todos os ramos do indo-português",,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).","«rabana»",,173
"rabánè","rabaːneː","«rabana»","drum","noun","Malay, Konkani","comum a todos os ramos do indo-português",,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).","«rabana»",,173
"Rabentá","rabentaː","rebentar, arrebentar","burst","verb","Macao creole",,,"Rabentà, rebentar, arrebentar. Dial. mac.","rebentar, arrebentar",,173
"Rafiná","rafinaː","refinar, depurar","refine","verb",,,,"Rafinà, refinar, depurar.","refinar, depurar",,173
"Rai","rai","montar a cavalo","ride a horse","verb","Dutch",,"O Bruffador, ii periódico","Rai {Br. 2), montar a ca-vallo. — Do holl. ophrengen.","montar a cavallo",,173
"Raiva","raiʋa","raiva, raivoso, irado, zangado","angry","noun",,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado","pouco usado",173
"raivè","raiʋeː","raiva, raivoso, irado, zangado","angry","noun",,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado","pouco usado",173
"raibè","raibeː","raiva, raivoso, irado, zangado","angry","noun",,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado","pouco usado",173
"Ramesindo","ramezindo","remexendo","fidgeting","GER",,,"Istori de San Clear","Ramesindo (5. C), reme-chendo.","remexendo",,173
"Ramo","ramo","ramo, lâmina","branch, blade","noun",,,,"Ramo,ramo; lamina (quadro emmoldurado).","ramo, lamina",,173
"Ramucé","ramuseː","remoçar","rejuvenate","verb",,,,"Ramucô, remoçar.","remoçar",,173
"Rancá","rankaː","arrancar","rip out","verb","Macao creole",,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.","arrancar","pouco usado",173
"ranchá","rant̠ʃaː","arrancar","rip out","verb","Macao creole",,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.","arrancar","pouco usado",173
"Rancho","rant̠ʃo","rancho, manada, rebanho","herd","noun",,,,"Rancho, rancho; manada, rebanho (desus.).","rancho, manada, rebanho",,173
"Rapicá","rapikaː","repicar","chime","verb",,,,"Rapicá, repicar.","repicar",,173
"Rastá","rastaː","arrastar","drag","verb",,,,"Rastà, arrastar.","arrastar",,173
"Rastià","rastiaː","rastear, rastejar","crawl","verb",,,,"Rastià, rastear, rastejar.","rastear, rastejar",,173
"Rátel","raːtel","arrátel","pound","noun",,,,"Rátel, arrátel.","arrátel",,173
"Ratinha","ratiɲa","foguete","rocket","noun",,,,"Ratinha, foguete.","foguete",,173
"Rebeldo","rebeldo","rebelde","rebel","adjective",,,,"Rebeldo, rebelde. Cfr. res-tanto. bastanto.","rebelde",,173
"Rebellador","rebeladoɾ","rebelde, rebelião","rebel, rebellion","noun",,,,"Rebellador, rebelde, rebelião. — Deriv. reg. de rebellá.","rebelde, rebelião","derivado",173
"Rebelloso","rebelozo","rebelde","rebel","adjective",,,,"Rebelloso, rebelde. Cfr. im-pioso.","rebelde",,173
"Recadá","rekadaː","arrecadar, dessumir","collect","verb",,,,"Recadá, arrecadar; desumir.","arrecadar, desumir",,173
"Recia","resia","receio","fear","noun",,,,"Recia, receio. Recià, recear.","receio",,173
"Reciá","resiaː","recear","fear","verb",,,,,"recear",,
"Recompensão","rekompensaːo","recompensar","reward","verb",,,,"Recompensão, recompensar. — Deriv. reg. de recompensa. Cfr. cuidação.","recompensar","derivado",173
"Redá","redaː","arredar","collect","verb",,,,"Redà, arredar.","arredar",,173
"Redimé","redimeː","redimir, remir","redeem","verb",,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173
"redemé","redemeː","redimir, remir","redeem","verb",,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173
"Redundo","redundo","arredor, de roda","around","noun",,,,"Redundo, arredor, de roda.","arredor, de roda",,173
"Refença","refensa","vingança","vengeance","noun",,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}","vingança",,173
"refencia","refensia","vingança","vengeance","noun",,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}","vingança",,173
"Refencioso","refensiozo","vingativo","vengeful","adjective","Dutch",,,,"vingativo",,
"Refrescação","refɾeskasaːo","refrescamento","refreshment","noun",,,,"Refrescação, refresca-mento","refrescamento",,173
"Refrigeiro","refɾid̠ʒeiɾo","refrigério","refresher","noun",,,,"Refrigeiro, refrigério. Re-duc. do esdr.","refrigério",,173
"Refujo","refud̠ʒo","refúgio","refuge","noun",,,,"Refujo, refugio.","refúgio",,173
"Regáchi","regaːt̠ʃi","regato, riacho","stream","noun",,,,"Regáchi {Br. 1), regato, riacho.","regato, riacho",,173
"Règuel","reːgel","regra, linha","rule, line","noun","Dutch",,,"Régel (gu), regra, linha.— Holl.","regra, linha",,173
"Régiment","reːd̠ʒiment","regimento","regiment","noun","English",,,"Régiment, regimento. — Ingl.","regimento",,173
"Registração","red̠ʒistɾasaːo","registo","registration","noun",,,,"Registração, registro. — Deriv. reg. de registra.","registro","derivado",173
"Regná","regnaː","reinar","reign","verb","Italian",,"O Bruffador, ii periódico","Regnà {Br. 2), reinar. — Ital. regnare.","reinar",,173
"Regolá","regolaː","regular","regulate","adjective",,,,"Regolãregular.","regular",,173
"Rejectá","red̠ʒektaː","rejeitar","reject","verb","English",,,"Rejectàrejeitar. — Ingl. to reject. Cfr. protectá.","rejeitar",,174
"Rejeitamento","red̠ʒeitamento","rejeição","rejection","noun",,,,"Rejeitamento, rejeição.","rejeição",,174
"Relijão","relid̠ʒaːo","religião","religion","noun",,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.","religião",,174
"religio","relid̠ʒio","religião","religion","noun",,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.","religião",,174
"reliji","relid̠ʒi","religião","religion","noun",,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.","religião",,174
"relizè","relizeː","religião","religion","noun",,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.","religião",,174
"relézi","releːzi","religião","religion","noun",,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.","religião",,174
"Relijoso","relid̠ʒozo","religioso","religious","adjective","Macao creole",,,,"religioso",,
"Remèdi","remeːdi","meio de vida, ofício, mister","occupation, craft","noun","Cochin creole","Old Portuguese",,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174
"remédè","remeːdeː","meio de vida, ofício, mister","occupation, craft","noun","Cochin creole","Old Portuguese",,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174
"remedio","remedio","meio de vida, ofício, mister","occupation, craft","noun","Cochin creole","Old Portuguese",,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174
"Rempido","rempido","rompido, roto","broken","adjective",,,,"Rempido, rompido, roto.","rompido, roto",,174
"Rendá","rendaː","arrendar","rent","verb",,,,"Renda, arrendar. Rendaro, rendeiro. Infl. de r. Cfr. obraro, ferraro.","arrendar",,174
"Rendaro","rendaɾo","rendeiro","tenant","noun",,,,,"rendeiro",,
"Repagá","repagaː","recompensar","reward","verb","English",,,"Repagà, recompensar. — Infl. do ingl. repay? Em port. sign. pagar segunda vez, pagar generosamente.","recompensar",,174
"Repário","repaːɾio","reparo, resguardo","repair","noun",,"Old Portuguese",,"Repário, reparo, resguardo. — Port. arch. repairo.","reparo, resguardo",,174
"Repartição","repaɾtisaːo","divisão, cisão","division, split","noun",,,,"Repartição, divisão, scisão.","divisão, scisão",,174
"Rependê","rependeː","arrepender-se","regret","verb",,,,"Rependê, arrepender-se. Rependimento, arrependimento.","arrepender-se",,174
"Rependimento","rependimento","arrependimento","repentance","noun",,,,,"arrependimento",,
"Repentá","repentaː","arrepender-se","regret, repent","verb","English",,,"Repentá, arrepender-se. Repentação, arrependimento.— Ingl. to repent.","arrepender-se",,174
"Repentação","repentasaːo","arrependimento","repentance","noun",,,,,"arrependimento",,
"Repostá","repostaː","responder","reply","verb",,,,"Reposta, responder. Re-postávè (poet.), respondia.— De reposta.","responder","poético",174
"Reprende","repɾende","repreender","scold","verb",,,,"Reprende, reprehender.","repreender",,174
"Reprensão","repɾensaːo","repreensão","reproof","noun",,"Old Portuguese",,"Reprensão, reprehensão. — Port. arch.","repreensão",,174
"Reprová","repɾoʋaː","reprovar, repreender, ameaçar","reproach, scold, threaten","verb",,,,"Reprova, reprovar, reprehender ; ameaçar. Cfr. desprova.","reprovar, repreender, ameaçar",,174
"Reptiles","reptiles","repteis","reptiles","noun",,,,"Reptiles, reptils, reptis.","reptéis",,174
"reptils","reptils","repteis","reptiles","noun",,,,"Reptiles, reptils, reptis.","reptéis",,174
"Requedá","rekedaː","arrecadar, requerer","collect, request","verb",,,,"Requedá, arrecadar; requerer. Reqnedação, arrecadação.— Reqiiedar em F. Lopes.","arrecadar, requerer",,174
"Requedação","rekedasaːo","arrecadação","collection","noun",,,,,"arrecadação",,
"Requéza","rekeːza","riqueza","wealth","noun",,,,"Requéza, riqueza (mais us.).","riqueza",,174
"Requirivel","rekiɾiʋel","preciso","necessary","adjective","English",,,"Requirivel, preciso. — Ingl. requirable.","preciso",,174
"Resgueto","rezgeto","resgate","ransom","noun",,,,"Resgueto, resgate. Res-guetà,, resgatar.","resgate",,174
"Resolvá","rezolʋaː","resolver","solve","verb",,,,"Resolva, resolver.","resolver",,174
"Respeitado","respeitado","respeitável","respectable","adjective",,,,"Respeitado, respeitável. Cfr. agradado.","respeitável",,174
"Respéto","respeːto","respeito","respect","noun",,,,"Respéto, respeito (t. us.).","respeito",,174
"Resplandente","resplandente","resplendente, resplandecente","resplendent","adjective",,,,"Resplandente, resplando-so, resplendente, resplandecente.","resplendente, resplandecente",,174
"resplandoso","resplandozo","resplendente, resplandecente","resplendent","adjective",,,,"Resplandente, resplando-so, resplendente, resplandecente.","resplendente, resplandecente",,174
"Responsibilidade","responsibilidade","responsabilidade","responsibility","noun",,,"O Bruffador, i periódico","Responsibilidade {Br. i), responsabilidade.","responsabilidade",,174
"Restanto","restanto","restante","remnant","adjective",,,,"Restante, restante. Cír.bas-tanto, rebeldo.","restante",,174
"Restorá","restoɾaː","restaurar, instituir","restore, institute","verb",,,,"Restorà, restaurar; instituir. Restoração, restauração. — Infl. do ingl. to restore.","restaurar, instituir",,174
"Restoração","restoɾasaːo","restauração","restoration","noun","English",,,,"restauração",,
"Retorná","retoɾnaː","retornar, restituir","return","verb",,,,"Retoma, retornar; restituir (desus.). Retoma, retorno. Dial. coch.","retornar Restituir",,174
"Retórna","retoːɾna","retorno","return","noun","Cochin creole",,,,"retorno",,
"Revereno","reʋeɾeno","reverendo","reverend","noun",,,"O Bruffador, ii periódico","Revereno {Br. 2), reverendo.","reverendo",,174
"Rexinol","reʃinol","rouxinol","nightingale","noun",,"Portuguese-based creoles of Indian mainland",,"Rexinol, rouxinol. Reixinol: vulg. no cont.","rouxinol",,174
"Rezão","rezaːo","razão","reason","noun","Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.","razão",,174
"rezan","rezan","razão","reason","noun","Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.","razão",,174
"Rezonavel","rezonaʋel","razoável","fair","adjective",,,,,"razoável",,
"Revolá","reʋolaː","revolver","turn over","verb",,,,"Revolà, revolver.","revolver",,174
"Rheumatism","reumatizm","reumatismo","rheumatism","noun",,,,"Rheumatism, rheumatismo.","reumatismo",,174
"Riba","riba","arriba, em cima, sobre","up, above, over","noun","Macao creole, Mangalor creole, Singapore creole",,,"Riba, ribè, arriba, em cima, sobre. Dial. singpmac. Dial. mang. rib.","arriba, em cima, sobre",,174
"ribè","ribeː","arriba, em cima, sobre","up, above, over","noun","Macao creole, Mangalor creole, Singapore creole",,,"Riba, ribè, arriba, em cima, sobre. Dial. singpmac. Dial. mang. rib.","arriba, em cima, sobre",,174
"Richo","rit̠ʃo","rico","rich","adjective","English","Diu creole, Daman creole",,"Richo, riqueiro (p. us.), rico (p. us.). Dial. nort. rich. — Infl. do ingl. rich.","rico","pouco usado",174
"riqueiro","rikeiɾo","rico","rich","adjective","English","Diu creole, Daman creole",,"Richo, riqueiro (p. us.), rico (p. us.). Dial. nort. rich. — Infl. do ingl. rich.","rico","pouco usado",174
"Riscá","riskaː","arriscar","risk","verb","Macao creole",,,"Risca, arriscar. Dial. mac.","arriscar",,174
"Riu","riu","rio","river","noun","Mangalor creole",,,"Riu, rio. Dial. mang.","rio",,174
"Rodiá","rodiaː","rodear","encompass","verb",,,,"Rodiá, rodear.","rodear",,174
"Róga","roːga","rogo, prece","prayer","noun",,,,"Roga, rogo (t. us.), prece.","rogo, prece",,174
"Roido","rojdo","ruído","noise","noun",,,,"Roido, ruido. Cfr. coidado.","ruído",,174
"Róla","roːla","rolo","roll","noun",,,,"Rola, rolo.","rolo",,174
"Rompá","rompaː","romper","disrupt","verb",,,,"Rompa, romper.","romper",,174
"Ronchà","ront̠ʃaː","roncar","snore","verb",,,,"Ronchà, roncar. Cfr. ranchá.","roncar",,174
"Rondade","rondade","ruindade, imprecação","badness","noun","Macao creole",,"O Comer de Alma","Rondade, ruindade, imprecação. Us. t. como V. em C. A.: Já rondade? = rogaste pragas ? Rondai (C A.)^ rogar pragas. Rondade: dial. mac.","ruindade, imprecação",,175
"Rosairo","rozaiɾo","rosário","rosary","noun",,,,"Rosairo, rosário. Cfr. re-frigeiro.","rosário",,175
"Rostè","rosteː","rosto","face","noun",,,,"Rostè, rosto (t. us.).","rosto",,175
"Rota","rota","rotim, bengala","walking stick, cane","noun","English","All Portuguese-based creoles of India",,"Rota, rotim [Calamus ro-tang) ; bengala. Comm. T. em Gôa; em indo-ingl. {raítan). —Malaio jVjj (rôtan). «Cordas grossas de rotas (que são feitas de humas varas que se muyto brandam)». Gare. «Rotin; ro-tang, roseau des Indes, canne faite de la tige du rotin; du malay rotãn». Aug. Scheler {Diction. d'étymologie fran-çaise). Rotados, golpes de rota, chibatadas.","rotim, bengala",,175
"Rotados","rotados","golpes de rota, chibatadas","lashes","noun",,,,,"golpes de rota, chibatadas",,
"Rubá","rubaː","roubar","steal","verb","Macao creole",,,"Rubá, roubar. Rubador, roubador. Rubação, roubo. Dial. mac.","roubar",,175
"Rubador","rubadoɾ","ladrão","thief","noun","Macao creole",,,,"ladrão",,
"Rubação","rubasaːo","roubo","theft","noun","Macao creole",,,,"roubo",,
"Rudela","rudela","rodela","disc, slice","noun",,,,"Rudela, rodela.","rodela",,175
"Ruino","ruino","ruína","ruin","noun",,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.","ruina",,175
"ruvína","ruʋiːna","ruína","ruin","noun",,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.","ruina",,175
"ruvinação","ruʋinasaːo","ruína","ruin","noun",,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.","ruina",,175
"Ruiná","ruinaː","arruinar","ruin","verb",,,,,"arruinar",,
"ruviná","ruʋinaː","arruinar","ruin","verb",,,,,"arruinar",,
"Rule","rule","regra","rule","noun","English",,,"Rule (pron. rú/), regra. — Ingl.","regra",,175
"Rumpé","rumpeː","romper","disrupt","verb",,,,"Rumpé, romper.","romper",,175
"Ruva","ruʋa","rua","street","noun",,,,"Ruva, rua (mais us.). Cff. corôva.","rua",,175
"Saberoso","sabeɾozo","saboroso","delicious","adjective",,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.","saboroso",,175
"sabaroso","sabaɾozo","saboroso","delicious","adjective",,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.","saboroso",,175
"sabroso","sabɾozo","saboroso","delicious","adjective",,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.","saboroso",,175
"Saco","sako","saco, algibeira","bag, pocket","noun","Sinhala",,,"Saco, sacco; algibeira. T. em singl.","saco, algibeira",,175
"Sacrifiço","sakɾifiso","sacrifício","sacrifice","noun",,,,"Saorifiso (f), sacrifício. Cfr. palaso.","sacrifício",,175
"sagovate","sagoʋate","«saguate», presente, mimo","gift","noun","Konkani","All Portuguese-based creoles of India",,"SaGoa creolete, sagovate (mais us.), «saguate», presente, mimo. Comm. T. em Gôa. — Konk. ^TTJTcTTrT (sâguvât), do sansk. ■^TÍTrl (svâgata)^ acolhimento, recepção.","«saguate», presente, mimo",,175
"sagoate","sagoate","«saguate», presente, mimo","gift","noun","Konkani","All Portuguese-based creoles of India",,"SaGoa creolete, sagovate (mais us.), «saguate», presente, mimo. Comm. T. em Gôa. — Konk. ^TTJTcTTrT (sâguvât), do sansk. ■^TÍTrl (svâgata)^ acolhimento, recepção.","«saguate», presente, mimo",,175
"Sahinho","saiɲo","saída","exit","noun",,,,"Sahinlio, sabida.","saída",,175
"Salutá","salutaː","saudar","salute","verb","English",,,"Salutá, saudar. Salutação, saudação. — Infl. do ingl. to salute, salutation.","saudar",,175
"Salutação","salutasaːo","saudação","greeting","noun",,,,,"saudação",,
"Sandê","sandeː","acender","light up","verb","Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.","acender",,175
"sandà","sandaː","acender","light up","verb","Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.","acender",,175
"Santá","santaː","sentar-se","sit down","verb","Capeverdean creole, Macao creole, Mangalor creole",,,"Santa, sentar-se.Dial.mangde Mahé, mac. Dial. cab. sinta.","sentar-se",,175
"Santildade","santildade","santidade","holiness","noun",,,"O Bruffador, i periódico","Santildade {Br. i), santidade.","santidade",,175
"Sápier","saːpieɾ","carcereiro, meirinho","jailer, bailiff","noun","Dutch",,,"Sápier, séper (A^. T.), sé-pir [Baiit..)^ carcereiro; meirinho.—Holl. cipier.","carcereiro, meirinho",,175
"séper","seːpeɾ","carcereiro, meirinho","jailer, bailiff","noun","Dutch",,,"Sápier, séper (A^. T.), sé-pir [Baiit..)^ carcereiro; meirinho.—Holl. cipier.","carcereiro, meirinho",,175
"Sapteiro","sapteiɾo","sapateiro","shoemaker","noun",,,,"Sapteiro, sapateiro.","sapateiro",,175
"Sará","saɾaː","serrar","saw","verb",,"Portuguese-based creoles of Indian mainland",,"Sara, serrar. Sarrar: no cont. Cfr. ará.","serrar",,175
"Sarado","saɾado","cerrado","sawn","adjective","Macao creole, Mangalor creole",,,"Sarado, cerrado. Dial. mangmac.","cerrado",,175
"Sariants","saɾiants","quadrilheiros","hechmen","noun",,,,"Sariants, quadrilheiros.","quadrilheiros",,175
"Sastra","sastɾa","boa sorte","good luck","noun",,,,"Sastra, ^ buena-dicha. — Sansk. ÍH^T^ (sastra)^ sciencia.","boa sorte",,175
"Satisfazido","satisfazido","satisfeito","satisfied","adjective",,,,"Satisfazído, satisfeito.","satisfeito",,175
"Satisfeitomente","satisfeitomente","satisfatoriamente","satisfactorily","adverb",,,,"Satisfeitomente, satisfacto-riamente.","satisfacto-riamente",,175
"Saude","saude","saúde, são, sadio","health, healthy","noun",,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175
"saode","saode","saúde, são, sadio","health, healthy","noun",,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175
"savôdi","saʋoːdi","saúde, são, sadio","health, healthy","noun",,,,"Saúde, saode, savôdi (fórm. mod.), saúde; são, sadio.- Cfr. fome, secura.","saúde; são, sadio",,175
"Saudição","saudisaːo","saudação","greeting","noun",,,"Novo testamento","Saudição (N. T"".), saudação. Cfr. salutação.","saudação",,175
"Saúdo","sauːdo","sábado","saturday","noun",,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.","sábado",,176
"saudo-dia","saudo dia","sábado","saturday","noun",,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.","sábado",,176
"Sayão","sajaːo","tristeza, triste, sentido","sadness, sad, feeling","noun","Macao creole",,,"Sayão, sayán (fórm. mod.), tristeza; triste, sentido. Dial. mac. saian. — Malaio ^^-*-{sãyang).","tristeza; triste, sentido",,176
"sayán","sajaːn","tristeza, triste, sentido","sadness, sad, felt","noun","Macao creole",,,"Sayão, sayán (fórm. mod.), tristeza; triste, sentido. Dial. mac. saian. — Malaio ^^-*-{sãyang).","tristeza; triste, sentido",,176
"Secado","sekado","seco, paralítico","dry, paralyzed","noun",,,,"Secado, secco; paralytico.","seco, paralítico",,176
"Secta","sekta","seita","sect","noun","English",,,"Secta, secto, seita. — Ingl. sect.","seita",,176
"secto","sekto","seita","sect","noun","English",,,"Secta, secto, seita. — Ingl. sect.","seita",,176
"Secura","sekuɾa","secura, sede, sedento","dryness, thirst, thirsty","noun",,,,"Secura, seccura; sede (de-sus.); sedento. Secura-chão, a aridez da terra.","secura, sede, sedento",,176
"Secura-chão","sekuɾa t̠ʃaːo","a aridez da terra","dryness of the land","noun",,,,,"a aridez da terra",,
"Sedomente","sedomente","cedo, mais cedo, em tempo","sooner","adverb",,,,"Sedomente, cedo, mais cedo, em tempo. Cfr. sempremente, tantomente.","cedo, mais cedo, em tempo",,176
"Ségel","seːd̠ʒel","sigilo, selo","secrecy, seal","noun",,,,"Sege), sigillo; sello.","sigilo, selo",,176
"Segredè","segɾedeː","segredo, secreto","secret","noun",,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto","pouco usado",176
"segrédi","segɾeːdi","segredo, secreto","secret","noun",,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto","pouco usado",176
"segradè","segɾadeː","segredo, secreto","secret","noun",,,,"Segrede, segrédi, segradè (p. us.), segredo; secreto. Se-gredomente, em segredo, secretamente.","segredo, secreto","pouco usado",176
"Seguedor","segedoɾ","seguidor","follower","noun",,,,"Seguedor, seguidor.","seguidor",,176
"Seguente","segente","seguinte","next","adjective",,,,"Seguente, segunte, seguinte.","seguinte",,176
"segunte","segunte","seguinte","next","adjective",,,,"Seguente, segunte, seguinte.","seguinte",,176
"Seguiador","segiadoɾ","seguidor","follower","noun",,,,"Seguiador {N. J"".), seguidor.","seguidor",,176
"Seguindo","segindo","seguinte","next","adjective",,,"catecismo","Seguindo {Cath.), seguinte.","seguinte",,176
"Seguradomente","seguɾadomente","seguramente","surely","adverb",,,,"Seguradomente, seguramente.","seguramente",,176
"Seisenta","seizenta","sessenta","sixty","numeral",,,,"Seisenta, sessenta.","sessenta",,176
"Seisto","seisto","sexto","sixth","numeral",,,,"Seisto, sexto.","sexto",,176
"Seite","seite","sete","sete","numeral",,,,"Seite, sete (mais us.).","sete",,176
"Séja","seːd̠ʒa","seja, sede","be, thirst","verb",,,,"Seja, seija, seja; sede.","seja, sede",,176
"seija","seid̠ʒa","seja, sede","be (subjunctive), thirst","verb",,,,"Seja, seija, seja; sede.","seja, sede",,176
"Sem","sem","sem, sim","without, yes","preposition","Cochin creole",,,"Sem, sem; sim. Dial. coch.","sem, sim",,176
"Semalhança","semaʎansa","semelhança","similarity","noun",,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.","semelhança",,176
"semeIhancè","semeianseː","semelhança","similarity","noun",,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.","semelhança",,176
"Sementria","sementɾia","sementeira","seeding","noun",,,,"Sementria, sementeira.","sementeira",,176
"Sempetemo","sempetemo","sempiterno","everlasting","adjective",,,,"Sempetemo, sempretemo, sempieterno, sempiterno.","sempiterno",,176
"sempretemo","sempɾetemo","sempiterno","everlasting","adjective",,,,"Sempetemo, sempretemo, sempieterno, sempiterno.","sempiterno",,176
"sempieterno","sempieteɾno","sempiterno","everlasting","adjective",,,,"Sempetemo, sempretemo, sempieterno, sempiterno.","sempiterno",,176
"Sen","sen","sem","without","preposition",,,,"Sen, sem.","sem",,176
"Senan","senan","senão","unless","adverb",,,,"Senan (fórm. mod.j, senão.","senão",,176
"Senhoris","seɲoɾis","senhor","lord","noun",,,"Bautismo","Senhoris (Baut.). senhor.","senhor",,176
"Sentencia","sentensia","sentença","judgement","noun",,,,"Sentencia, sentença. Cfr. presencia, justicia.","sentença",,176
