word,IPA,TRSVG,TRSVG_split,CV
gardecimento,gaɾdesimento,TVRTVSVRVRTV,TVR.TV.SV.RVR.TV,CVC.CV.CV.CVC.CV
gardicemento,gaɾdisemento,TVRTVSVRVRTV,TVR.TV.SV.RVR.TV,CVC.CV.CV.CVC.CV
gardiamento,gaɾdiamento,TVRTVVRVRTV,TVR.TV.V.RVR.TV,CVC.CV.V.CVC.CV
gardicidomente,gaɾdisidomente,TVRTVSVTVRVRTV,TVR.TV.SV.TV.RVR.TV,CVC.CV.CV.CV.CVC.CV
gavà,gaʋaː,TVTV,TV.TV,CV.CV
gová,goʋaː,TVTV,TV.TV,CV.CV
gavação,gaʋasaːo,TVTVSVV,TV.TV.SV.V,CV.CV.CV.V
gaytarios,gajtaɾios,TVRTVRVVS,TVR.TV.RV.VS,CVC.CV.CV.VC
gazià,gaziaː,TVSVV,TV.SV.V,CV.CV.V
gaziação,gaziasaːo,TVSVVSVV,TV.SV.V.SV.V,CV.CV.V.CV.V
gemedores,d̠ʒemedoɾes,TVRVTVRVS,TV.RV.TV.RVS,CV.CV.CV.CVC
gemeduras,d̠ʒemeduɾas,TVRVTVRVS,TV.RV.TV.RVS,CV.CV.CV.CVC
generà,d̠ʒeneɾaː,TVRVRV,TV.RVRV,CV.CVCV
generalmente,d̠ʒeneɾalmente,TVRVRVRRVRTV,TV.RVRVR.RVR.TV,CV.CVCVC.CVC.CV
gentigo,d̠ʒentigo,TVRTVTV,TVR.TV.TV,CVC.CV.CV
geresan,d̠ʒeɾezan,TVRVSVR,TV.RV.SVR,CV.CV.CVC
glass,glas,TRVS,TRVS,CCVC
gloriação,gloɾiasaːo,TRVRVVSVV,TRV.RV.V.SV.V,CCV.CV.V.CV.V
goldice,goldise,TVRTVSV,TVR.TV.SV,CVC.CV.CV
goldiça,goldisa,TVRTVSV,TVR.TV.SV,CVC.CV.CV
goldiçà,goldisaː,TVRTVSV,TVR.TV.SV,CVC.CV.CV
gotiá,gotiaː,TVTVV,TV.TV.V,CV.CV.V
gourdo,gouɾdo,TVGRTV,TVGR.TV,CVVC.CV
govemamento,goʋemamento,TVTVRVRVRTV,TV.TV.RVRVR.TV,CV.CV.CVCVC.CV
governo,goʋeɾno,TVTVRRV,TV.TVR.RV,CV.CVC.CV
gaun,gaun,TVGR,TVGR,CVVC
gracè,gɾaseː,TRVSV,TRV.SV,CCV.CV
grácia,gɾaːsia,TRVSVV,TRV.SV.V,CCV.CV.V
grado,gɾado,TRVTV,TRV.TV,CCV.CV
grammar,gɾamaɾ,TRVRVR,TRV.RVR,CCV.CVC
gran,gɾan,TRVR,TRVR,CCVC
grande,gɾande,TRVRTV,TRVR.TV,CCVC.CV
grandes,gɾandes,TRVRTVS,TRVR.TVS,CCVC.CVC
grandomente,gɾandomente,TRVRTVRVRTV,TRVR.TV.RVR.TV,CCVC.CV.CVC.CV
grandamente,gɾandamente,TRVRTVRVRTV,TRVR.TV.RVR.TV,CCVC.CV.CVC.CV
grandézè,gɾandeːzeː,TRVRTVSV,TRVR.TV.SV,CCVC.CV.CV
grandura,gɾanduɾa,TRVRTVRV,TRVR.TV.RV,CCVC.CV.CV
grandurè,gɾanduɾeː,TRVRTVRV,TRVR.TV.RV,CCVC.CV.CV
greja,gɾed̠ʒa,TRVTV,TRV.TV,CCV.CV
grijo,gɾid̠ʒo,TRVTV,TRV.TV,CCV.CV
grik,gɾik,TRVT,TRV.T,CCV.C
grog,gɾog,TRVT,TRV.T,CCV.C
gubernador,gubeɾnadoɾ,TVTVRRVTVR,TV.TVR.RV.TVR,CV.CVC.CV.CVC
gudão,gudaːo,TVTVV,TV.TV.V,CV.CV.V
guerrè,gereː,TVRV,TV.RV,CV.CV
guerrà,geraː,TVRV,TV.RV,CV.CV
guerrador,geradoɾ,TVRVTVR,TV.RV.TVR,CV.CV.CVC
guerrioso,geriozo,TVRVVSV,TV.RV.V.SV,CV.CV.V.CV
hanscun,anskun,VRSTVR,VRS.TVR,VCC.CVC
harpo,aɾpo,VRTV,VR.TV,VC.CV
hénder,eːndeɾ,VRTVR,VR.TVR,VC.CVC
herdança,eɾdansa,VRTVRSV,VR.TVR.SV,VC.CVC.CV
heregia,eɾed̠ʒia,VRVTVV,V.RV.TV.V,V.CV.CV.V
herecia,eɾesia,VRVSVV,V.RV.SV.V,V.CV.CV.V
herético,eɾeːtiko,VRVTVTV,V.RV.TV.TV,V.CV.CV.CV
heréjo,eɾeːd̠ʒo,VRVTV,V.RV.TV,V.CV.CV
heridá,eɾidaː,VRVTV,V.RV.TV,V.CV.CV
histórè,istoːɾeː,VSTVRV,VS.TV.RV,VC.CV.CV
hojo,od̠ʒo,VTV,V.TV,V.CV
hôjoe,oːd̠ʒoe,VTVV,V.TV.V,V.CV.V
hómbra,oːmbɾa,VRTRV,VR.TRV,VC.CCV
home,ome,VRV,V.RV,V.CV
homi,omi,VRV,V.RV,V.CV
homicido,omisido,VRVSVTV,V.RV.SV.TV,V.CV.CV.CV
honeste,oneste,VRVSTV,V.RVS.TV,V.CVC.CV
honestemente,onestemente,VRVSTVRVRTV,V.RVS.TV.RVR.TV,V.CVC.CV.CVC.CV
honourado,onouɾado,VRVGRVTV,V.RVG.RV.TV,V.CVV.CV.CV
honerado,oneɾado,VRVRVTV,V.RVRV.TV,V.CVCV.CV
honoravel,onoɾaʋel,VRVRVTVR,V.RVRV.TVR,V.CVCV.CVC
hortè,oɾteː,VRTV,VR.TV,VC.CV
hortalão,oɾtalaːo,VRTVRVV,VR.TV.RV.V,VC.CV.CV.V
hortolão,oɾtolaːo,VRTVRVV,VR.TV.RV.V,VC.CV.CV.V
huã,uaː,VV,V.V,V.V
húmè,uːmeː,VRV,V.RV,V.CV
humildo,umildo,VRVRTV,V.RVR.TV,V.CVC.CV
humildeza,umildeza,VRVRTVSV,V.RVR.TV.SV,V.CVC.CV.CV
humiliação,umiliasaːo,VRVRVVSVV,V.RVRV.V.SV.V,V.CVCV.V.CV.V
hypocritico,jpokɾitiko,RTVTRVTVTV,R.TV.TRV.TV.TV,C.CV.CCV.CV.CV
aiç,ais,VVS,V.VS,V.VC
idade,idade,VTVTV,V.TV.TV,V.CV.CV
idóla,idoːla,VTVRV,V.TV.RV,V.CV.CV
idolateiro,idolateiɾo,VTVRVTVGRV,V.TV.RV.TVG.RV,V.CV.CV.CVV.CV
idoloteiro,idoloteiɾo,VTVRVTVGRV,V.TV.RV.TVG.RV,V.CV.CV.CVV.CV
ilharga ferido,iʎaɾga feɾido,VRVRTV TVRVTV,V.RVR.TV TV.RV.TV,V.CVC.CV CV.CV.CV
ilya,ilʲa,VRV,V.RV,V.CV
ilyarga,ilʲaɾga,VRVRTV,V.RVR.TV,V.CVC.CV
imajo,imad̠ʒo,VRVTV,V.RV.TV,V.CV.CV
immudança,imudansa,VRVTVRSV,V.RV.TVR.SV,V.CV.CVC.CV
impioso,impiozo,VRTVVSV,VR.TV.V.SV,VC.CV.V.CV
importado,impoɾtado,VRTVRTVTV,VR.TVR.TV.TV,VC.CVC.CV.CV
importança,impoɾtansa,VRTVRTVRSV,VR.TVR.TVR.SV,VC.CVC.CVC.CV
importadomente,impoɾtadomente,VRTVRTVTVRVRTV,VR.TVR.TV.TV.RVR.TV,VC.CVC.CV.CV.CVC.CV
impressà,impɾesaː,VRTRVSV,VR.TRV.SV,VC.CCV.CV
impressado,impɾesado,VRTRVSVTV,VR.TRV.SV.TV,VC.CCV.CV.CV
impressador,impɾesadoɾ,VRTRVSVTVR,VR.TRV.SV.TVR,VC.CCV.CV.CVC
impuridade,impuɾidade,VRTVRVTVTV,VR.TV.RV.TV.TV,VC.CV.CV.CV.CV
incensà,insensaː,VRSVRSV,VR.SVR.SV,VC.CVC.CV
incenseiro,insenseiɾo,VRSVRSVGRV,VR.SVR.SVG.RV,VC.CVC.CVV.CV
incenséro,insenseːɾo,VRSVRSVRV,VR.SVR.SV.RV,VC.CVC.CV.CV
incredivel,inkɾediʋel,VRTRVTVTVR,VR.TRV.TV.TVR,VC.CCV.CV.CVC
indè,indeː,VRTV,VR.TV,VC.CV
indulgéncè,induld̠ʒeːnseː,VRTVRTVRSV,VR.TVR.TVR.SV,VC.CVC.CVC.CV
ingratidade,ingɾatidade,VRTRVTVTVTV,VR.TRV.TV.TV.TV,VC.CCV.CV.CV.CV
inimingo,inimingo,VRVRVRTV,V.RVRVR.TV,V.CVCVC.CV
inemingo,inemingo,VRVRVRTV,V.RVRVR.TV,V.CVCVC.CV
inexpressavel,ineʃpɾesaʋel,VRVTTRVSVTVR,V.RV.T.TRV.SV.TVR,V.CV.C.CCV.CV.CVC
infruitoso,infɾuitozo,VRTRVVTVSV,VR.TRV.V.TV.SV,VC.CCV.V.CV.CV
ingres,ingɾes,VRTRVS,VR.TRVS,VC.CCVC
inimizade,inimizade,VRVRVSVTV,V.RVRV.SV.TV,V.CVCV.CV.CV
injoelho,ind̠ʒoeʎo,VRTVVRV,VR.TV.V.RV,VC.CV.V.CV
injivelho,ind̠ʒiʋeʎo,VRTVTVRV,VR.TV.TV.RV,VC.CV.CV.CV
injevejo,ind̠ʒeʋed̠ʒo,VRTVTVTV,VR.TV.TV.TV,VC.CV.CV.CV
injivejo,ind̠ʒiʋed̠ʒo,VRTVTVTV,VR.TV.TV.TV,VC.CV.CV.CV
insincero,insinseɾo,VRSVRSVRV,VR.SVR.SV.RV,VC.CVC.CV.CV
institutà,institutaː,VRSTVTVTV,VRS.TV.TV.TV,VCC.CV.CV.CV
instruição,instɾuisaːo,VRSTRVVSVV,VRS.TRV.V.SV.V,VCC.CCV.V.CV.V
inténcia,inteːnsia,VRTVRSVV,VR.TVR.SV.V,VC.CVC.CV.V
inténci,inteːnsi,VRTVRSV,VR.TVR.SV,VC.CVC.CV
intercessà,inteɾsesaː,VRTVRSVSV,VR.TVR.SV.SV,VC.CVC.CV.CV
intergridade,inteɾgɾidade,VRTVRTRVTVTV,VR.TVR.TRV.TV.TV,VC.CVC.CCV.CV.CV
internal,inteɾnal,VRTVRRVR,VR.TVR.RVR,VC.CVC.CVC
intrudição,intɾudisaːo,VRTRVTVSVV,VR.TRV.TV.SV.V,VC.CCV.CV.CV.V
inveijo,inʋeid̠ʒo,VRTVGTV,VR.TVG.TV,VC.CVV.CV
iremão,iɾemaːo,VRVRVV,V.RVRV.V,V.CVCV.V
irès,iɾeːs,VRVS,V.RVS,V.CVC
irmana,iɾmana,VRRVRV,VR.RV.RV,VC.CV.CV
iscóchi,iskoːt̠ʃi,VSTVTV,VS.TV.TV,VC.CV.CV
ispirito,ispiɾito,VSTVRVTV,VS.TV.RV.TV,VC.CV.CV.CV
istôri,istoːɾi,VSTVRV,VS.TV.RV,VC.CV.CV
jà,d̠ʒaː,TV,TV,CV
jadàwe,d̠ʒadaːʋe,TVTVTV,TV.TV.TV,CV.CV.CV
jagra,d̠ʒagɾa,TVTRV,TV.TRV,CV.CCV
jam,d̠ʒam,TVR,TVR,CVC
january,d̠ʒanuaɾi,TVRVVRV,TV.RV.V.RV,CV.CV.V.CV
jar,d̠ʒaɾ,TVR,TVR,CVC
jarès,d̠ʒaɾeːs,TVRVS,TV.RVS,CV.CVC
jàsper,d̠ʒaːspeɾ,TVSTVR,TVS.TVR,CVC.CVC
jásper mar,d̠ʒaːspeɾ maɾ,TVSTVR RVR,TVS.TVR RVR,CVC.CVC CVC
javi,d̠ʒaʋi,TVTV,TV.TV,CV.CV
javitem,d̠ʒaʋitem,TVTVTVR,TV.TV.TVR,CV.CV.CVC
javiran,d̠ʒaʋiɾan,TVTVRVR,TV.TV.RVR,CV.CV.CVC
jin,d̠ʒin,TVR,TVR,CVC
jinjúa,d̠ʒind̠ʒuːa,TVRTVV,TVR.TV.V,CVC.CV.V
jinúa,d̠ʒinuːa,TVRVV,TV.RV.V,CV.CV.V
jinjunação,d̠ʒind̠ʒunasaːo,TVRTVRVSVV,TVR.TV.RV.SV.V,CVC.CV.CV.CV.V
jinjuá,d̠ʒind̠ʒuaː,TVRTVV,TVR.TV.V,CVC.CV.V
jornado,d̠ʒoɾnado,TVRRVTV,TVR.RV.TV,CVC.CV.CV
jubilee,d̠ʒubilee,TVTVRVV,TV.TV.RV.V,CV.CV.CV.V
judá,d̠ʒudaː,TVTV,TV.TV,CV.CV
judè,d̠ʒudeː,TVTV,TV.TV,CV.CV
judança,d̠ʒudansa,TVTVRSV,TV.TVR.SV,CV.CVC.CV
judá,d̠ʒudaː,TVTV,TV.TV,CV.CV
judai,d̠ʒudai,TVTVV,TV.TV.V,CV.CV.V
judador,d̠ʒudadoɾ,TVTVTVR,TV.TV.TVR,CV.CV.CVC
judedor,d̠ʒudedoɾ,TVTVTVR,TV.TV.TVR,CV.CV.CVC
jadj,d̠ʒad̠ʒ,TVT,TV.T,CV.C
jufrau,d̠ʒufɾau,TVTRVG,TV.TRVG,CV.CCVV
julgação,d̠ʒulgasaːo,TVRTVSVV,TVR.TV.SV.V,CVC.CV.CV.V
julgador,d̠ʒulgadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
julai,d̠ʒulai,TVRVV,TV.RV.V,CV.CV.V
jumbà,d̠ʒumbaː,TVRTV,TVR.TV,CVC.CV
jumbador,d̠ʒumbadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
jiun,d̠ʒiun,TVVR,TV.VR,CV.VC
juntação,d̠ʒuntasaːo,TVRTVSVV,TVR.TV.SV.V,CVC.CV.CV.V
juntado,d̠ʒuntado,TVRTVTV,TVR.TV.TV,CVC.CV.CV
junto herdeiro,d̠ʒunto eɾdeiɾo,TVRTV VRTVGRV,TVR.TV VR.TVG.RV,CVC.CV VC.CVV.CV
junto obrador,d̠ʒunto obɾadoɾ,TVRTV VTRVTVR,TVR.TV V.TRV.TVR,CVC.CV V.CCV.CVC
junto peditóris,d̠ʒunto peditoːɾis,TVRTV TVTVTVRVS,TVR.TV TV.TV.TV.RVS,CVC.CV CV.CV.CV.CVC
junto servidor,d̠ʒunto seɾʋidoɾ,TVRTV SVRTVTVR,TVR.TV SVR.TV.TVR,CVC.CV CVC.CV.CVC
jurar,d̠ʒuɾaɾ,TVRVR,TV.RVR,CV.CVC
justá,d̠ʒustaː,TVSTV,TVS.TV,CVC.CV
justado,d̠ʒustado,TVSTVTV,TVS.TV.TV,CVC.CV.CV
justamento,d̠ʒustamento,TVSTVRVRTV,TVS.TV.RVR.TV,CVC.CV.CVC.CV
justicia,d̠ʒustisia,TVSTVSVV,TVS.TV.SV.V,CVC.CV.CV.V
justo,d̠ʒusto,TVSTV,TVS.TV,CVC.CV
kokeira,kokeiɾa,TVTVGRV,TV.TVG.RV,CV.CVV.CV
labóra,laboːɾa,RVTVRV,RV.TV.RV,CV.CV.CV
lacerdo,laseɾdo,RVSVRTV,RV.SVR.TV,CV.CVC.CV
lacrá,lakɾaː,RVTRV,RV.TRV,CV.CCV
laderan,ladeɾan,RVTVRVR,RV.TV.RVR,CV.CV.CVC
ladinha,ladiɲa,RVTVRV,RV.TV.RV,CV.CV.CV
ladroviça,ladɾoʋisa,RVTRVTVSV,RV.TRV.TV.SV,CV.CCV.CV.CV
ladraviça,ladɾaʋisa,RVTRVTVSV,RV.TRV.TV.SV,CV.CCV.CV.CV
ladravicè,ladɾaʋiseː,RVTRVTVSV,RV.TRV.TV.SV,CV.CCV.CV.CV
ladrivicè,ladɾiʋiseː,RVTRVTVSV,RV.TRV.TV.SV,CV.CCV.CV.CV
ladervisa,ladeɾʋiza,RVTVRTVSV,RV.TVR.TV.SV,CV.CVC.CV.CV
lagárè,lagaːɾeː,RVTVRV,RV.TV.RV,CV.CV.CV
lágri,laːgɾi,RVTRV,RV.TRV,CV.CCV
láguir,laːgiɾ,RVTVR,RV.TVR,CV.CVC
lambrança,lambɾansa,RVRTRVRSV,RVR.TRVR.SV,CVC.CCVC.CV
lemp,lemp,RVRT,RVR.T,CVC.C
lampo,lampo,RVRTV,RVR.TV,CVC.CV
lantá,lantaː,RVRTV,RVR.TV,CVC.CV
lanterno,lanteɾno,RVRTVRRV,RVR.TVR.RV,CVC.CVC.CV
lão,laːo,RVV,RV.V,CV.V
lapiá,lapiaː,RVTVV,RV.TV.V,CV.CV.V
lasta,lasta,RVSTV,RVS.TV,CVC.CV
lastè,lasteː,RVSTV,RVS.TV,CVC.CV
lastimo,lastimo,RVSTVRV,RVS.TV.RV,CVC.CV.CV
lastro,lastɾo,RVSTRV,RVS.TRV,CVC.CCV
lástor,laːstoɾ,RVSTVR,RVS.TVR,CVC.CVC
laviação,laʋiasaːo,RVTVVSVV,RV.TV.V.SV.V,CV.CV.V.CV.V
lavração,laʋɾasaːo,RVTRVSVV,RV.TRV.SV.V,CV.CCV.CV.V
lé,leː,RV,RV,CV
lego,lego,RVTV,RV.TV,CV.CV
leagou,leagou,RVVTVG,RV.V.TVG,CV.V.CVV
legislatà,led̠ʒizlataː,RVTVSRVTV,RV.TVS.RV.TV,CV.CVC.CV.CV
lei,lei,RVG,RVG,CVV
leido,leido,RVGTV,RVG.TV,CVV.CV
lejado,led̠ʒado,RVTVTV,RV.TV.TV,CV.CV.CV
lembrá,lembɾaː,RVRTRV,RVR.TRV,CVC.CCV
léper,leːpeɾ,RVTVR,RV.TVR,CV.CVC
leprosa,lepɾoza,RVTRVSV,RV.TRV.SV,CV.CCV.CV
lés,leːs,RVS,RVS,CVC
lez,les,RVS,RVS,CVC
leis,leis,RVGS,RVGS,CVVC
lés,leːs,RVS,RVS,CVC
leste,leste,RVSTV,RVS.TV,CVC.CV
lestes,lestes,RVSTVS,RVS.TVS,CVC.CVC
lestemente,lestemente,RVSTVRVRTV,RVS.TV.RVR.TV,CVC.CV.CVC.CV
léte,leːte,RVTV,RV.TV,CV.CV
létar,leːtaɾ,RVTVR,RV.TVR,CV.CVC
létera,leːteɾa,RVTVRV,RV.TV.RV,CV.CV.CV
letra,letɾa,RVTRV,RV.TRV,CV.CCV
levadura,leʋaduɾa,RVTVTVRV,RV.TV.TV.RV,CV.CV.CV.CV
leve,leʋe,RVTV,RV.TV,CV.CV
levedação,leʋedasaːo,RVTVTVSVV,RV.TV.TV.SV.V,CV.CV.CV.CV.V
levedado,leʋedado,RVTVTVTV,RV.TV.TV.TV,CV.CV.CV.CV
leventà,leʋentaː,RVTVRTV,RV.TVR.TV,CV.CVC.CV
lichim,lit̠ʃim,RVTVR,RV.TVR,CV.CVC
limita,limita,RVRVTV,RV.RV.TV,CV.CV.CV
limito,limito,RVRVTV,RV.RV.TV,CV.CV.CV
lingareiro,lingaɾeiɾo,RVRTVRVGRV,RVR.TV.RVG.RV,CVC.CV.CVV.CV
lingerero,lind̠ʒeɾeɾo,RVRTVRVRV,RVR.TV.RVRV,CVC.CV.CVCV
lingo,lingo,RVRTV,RVR.TV,CVC.CV
linguerção,lingeɾsaːo,RVRTVRSVV,RVR.TVR.SV.V,CVC.CVC.CV.V
lingersan,lind̠ʒeɾsan,RVRTVRSVR,RVR.TVR.SVR,CVC.CVC.CVC
linguarçan,linguaɾsan,RVRTVVRSVR,RVR.TV.VR.SVR,CVC.CV.VC.CVC
linhos,liɲos,RVRVS,RV.RVS,CV.CVC
liverdade,liʋeɾdade,RVTVRTVTV,RV.TVR.TV.TV,CV.CVC.CV.CV
livradade,liʋɾadade,RVTRVTVTV,RV.TRV.TV.TV,CV.CCV.CV.CV
livrança,liʋɾansa,RVTRVRSV,RV.TRVR.SV,CV.CCVC.CV
livrancè,liʋɾanseː,RVTRVRSV,RV.TRVR.SV,CV.CCVC.CV
livração,liʋɾasaːo,RVTRVSVV,RV.TRV.SV.V,CV.CCV.CV.V
ló,loː,RV,RV,CV
lodia,lodia,RVTVV,RV.TV.V,CV.CV.V
lodo,lodo,RVTV,RV.TV,CV.CV
logarmésmo,logaɾmeːzmo,RVTVRRVSRV,RV.TVR.RVS.RV,CV.CVC.CVC.CV
loiros,lojɾos,RVRRVS,RVR.RVS,CVC.CVC
loità,lojtaː,RVRTV,RVR.TV,CVC.CV
loitamento,lojtamento,RVRTVRVRTV,RVR.TV.RVR.TV,CVC.CV.CVC.CV
loitança,lojtansa,RVRTVRSV,RVR.TVR.SV,CVC.CVC.CV
loser,lozeɾ,RVSVR,RV.SVR,CV.CVC
louvro,louʋɾo,RVGTRV,RVG.TRV,CVV.CCV
lovà,loʋaː,RVTV,RV.TV,CV.CV
lugàra,lugaːɾa,RVTVRV,RV.TV.RV,CV.CV.CV
iugàrè,iugaːɾeː,VVTVRV,V.V.TV.RV,V.V.CV.CV
iugària,iugaːɾia,VVTVRVV,V.V.TV.RV.V,V.V.CV.CV.V
lugar gosto,lugaɾ gosto,RVTVR TVSTV,RV.TVR TVS.TV,CV.CVC CVC.CV
luguéra,lugeːɾa,RVTVRV,RV.TV.RV,CV.CV.CV
luma,luma,RVRV,RV.RV,CV.CV
lumár,lumaːɾ,RVRVR,RV.RVR,CV.CVC
lumára,lumaːɾa,RVRVRV,RV.RVRV,CV.CVCV
lumaré,lumaɾeː,RVRVRV,RV.RVRV,CV.CVCV
lumado,lumado,RVRVTV,RV.RV.TV,CV.CV.CV
lumià,lumiaː,RVRVV,RV.RV.V,CV.CV.V
luminário,luminaːɾio,RVRVRVRVV,RV.RVRV.RV.V,CV.CVCV.CV.V
luminairo,luminaiɾo,RVRVRVVRV,RV.RVRV.V.RV,CV.CVCV.V.CV
lum'nario,lumənaɾio,RVRVRVRVV,RV.RVRV.RV.V,CV.CVCV.CV.V
luzé,luzeː,RVSV,RV.SV,CV.CV
luzindo,luzindo,RVSVRTV,RV.SVR.TV,CV.CVC.CV
maas,mas,RVS,RVS,CVC
mação,masaːo,RVSVV,RV.SV.V,CV.CV.V
macéo,maseːo,RVSVV,RV.SV.V,CV.CV.V
machicá,mat̠ʃikaː,RVTVTV,RV.TV.TV,CV.CV.CV
mexin,meʃin,RVTVR,RV.TVR,CV.CVC
macho criancè,mat̠ʃo kɾianseː,RVTV TRVVRSV,RV.TV TRV.VR.SV,CV.CV CCV.VC.CV
màdam,maːdam,RVTVR,RV.TVR,CV.CVC
madergà,madeɾgaː,RVTVRTV,RV.TVR.TV,CV.CVC.CV
mademá,mademaː,RVTVRV,RV.TV.RV,CV.CV.CV
mafatría,mafatɾiːa,RVTVTRVV,RV.TV.TRV.V,CV.CV.CCV.V
magovà,magoʋaː,RVTVTV,RV.TV.TV,CV.CV.CV
maguvà,maguʋaː,RVTVTV,RV.TV.TV,CV.CV.CV
mai,mai,RVV,RV.V,CV.V
mainato,mainato,RVVRVTV,RV.V.RV.TV,CV.V.CV.CV
maisdiante,maizdiante,RVVSTVVRTV,RV.VS.TV.VR.TV,CV.VC.CV.VC.CV
maisque,maiske,RVVSTV,RV.VS.TV,CV.VC.CV
masque,maske,RVSTV,RVS.TV,CVC.CV
majestado,mad̠ʒestado,RVTVSTVTV,RV.TVS.TV.TV,CV.CVC.CV.CV
major,mad̠ʒoɾ,RVTVR,RV.TVR,CV.CVC
mal,mal,RVR,RVR,CVC
maldiçansa,maldisansa,RVRTVSVRSV,RVR.TV.SVR.SV,CVC.CV.CVC.CV
maldiçoà,maldisoaː,RVRTVSVV,RVR.TV.SV.V,CVC.CV.CV.V
maldiçà,maldisaː,RVRTVSV,RVR.TV.SV,CVC.CV.CV
malfetor,malfetoɾ,RVRTVTVR,RVR.TV.TVR,CVC.CV.CVC
malino,malino,RVRVRV,RV.RVRV,CV.CVCV
mal prestado,mal pɾestado,RVR TRVSTVTV,RVR TRVS.TV.TV,CVC CCVC.CV.CV
malusancia,maluzansia,RVRVSVRSVV,RV.RV.SVR.SV.V,CV.CV.CVC.CV.V
mamma,mama,RVRV,RV.RV,CV.CV
ma,ma,RV,RV,CV
man,man,RVR,RVR,CVC
man',manə,RVRV,RV.RV,CV.CV
mandemento,mandemento,RVRTVRVRTV,RVR.TV.RVR.TV,CVC.CV.CVC.CV
manduco,manduko,RVRTVTV,RVR.TV.TV,CVC.CV.CV
mangue,mange,RVRTV,RVR.TV,CVC.CV
manhão,maɲaːo,RVRVV,RV.RV.V,CV.CV.V
ment'l,mentəl,RVRTVR,RVR.TVR,CVC.CVC
manhecé,maɲeseː,RVRVSV,RV.RV.SV,CV.CV.CV
manecê,maneseː,RVRVSV,RV.RV.SV,CV.CV.CV
manéja,maneːd̠ʒa,RVRVTV,RV.RV.TV,CV.CV.CV
manejador,maned̠ʒadoɾ,RVRVTVTVR,RV.RV.TV.TVR,CV.CV.CV.CVC
mão em mão,maːo em maːo,RVV VR RVV,RV.V VR RV.V,CV.V VC CV.V
mép,meːp,RVT,RV.T,CV.C
mará,maɾaː,RVRV,RV.RV,CV.CV
marrá,maraː,RVRV,RV.RV,CV.CV
marado,maɾado,RVRVTV,RV.RV.TV,CV.CV.CV
maradura,maɾaduɾa,RVRVTVRV,RV.RV.TV.RV,CV.CV.CV.CV
mára,maːɾa,RVRV,RV.RV,CV.CV
marè,maɾeː,RVRV,RV.RV,CV.CV
martch,maɾt̠ʃ,RVRT,RVR.T,CVC.C
marello,maɾelo,RVRVRV,RV.RVRV,CV.CVCV
marga,maɾga,RVRTV,RVR.TV,CVC.CV
margôra,maɾgoːɾa,RVRTVRV,RVR.TV.RV,CVC.CV.CV
margoso,maɾgozo,RVRTVSV,RVR.TV.SV,CVC.CV.CV
márgu,maːɾgu,RVRTV,RVR.TV,CVC.CV
mármor,maːɾmoɾ,RVRRVR,RVR.RVR,CVC.CVC
màrmar,maːɾmaɾ,RVRRVR,RVR.RVR,CVC.CVC
martellè,maɾteleː,RVRTVRV,RVR.TV.RV,CVC.CV.CV
martél,maɾteːl,RVRTVR,RVR.TVR,CVC.CVC
mártyro,maːɾtiɾo,RVRTVRV,RVR.TV.RV,CVC.CV.CV
marvia,maɾʋia,RVRTVV,RVR.TV.V,CVC.CV.V
marvioso,maɾʋiozo,RVRTVVSV,RVR.TV.V.SV,CVC.CV.V.CV
marvilha,maɾʋiʎa,RVRTVRV,RVR.TV.RV,CVC.CV.CV
marvilhà,maɾʋiʎaː,RVRTVRV,RVR.TV.RV,CVC.CV.CV
más,maːs,RVS,RVS,CVC
masante,mazante,RVSVRTV,RV.SVR.TV,CV.CVC.CV
mascomtudo,maskomtudo,RVSTVRTVTV,RVS.TVR.TV.TV,CVC.CVC.CV.CV
masdiante,mazdiante,RVSTVVRTV,RVS.TV.VR.TV,CVC.CV.VC.CV
maçabado,masabado,RVSVTVTV,RV.SV.TV.TV,CV.CV.CV.CV
maslins,mazlins,RVSRVRS,RVS.RVRS,CVC.CVCC
massà,masaː,RVSV,RV.SV,CV.CV
massavo,masaʋo,RVSVTV,RV.SV.TV,CV.CV.CV
mástri,maːstɾi,RVSTRV,RVS.TRV,CVC.CCV
masvinho,masʋiɲo,RVSTVRV,RVS.TV.RV,CVC.CV.CV
matação,matasaːo,RVTVSVV,RV.TV.SV.V,CV.CV.CV.V
matança,matansa,RVTVRSV,RV.TVR.SV,CV.CVC.CV
matches,mat̠ʃes,RVTVS,RV.TVS,CV.CVC
mate,mate,RVTV,RV.TV,CV.CV
matinha,matiɲa,RVTVRV,RV.TV.RV,CV.CV.CV
métres,meːtɾes,RVTRVS,RV.TRVS,CV.CCVC
mêi,meːj,RVR,RVR,CVC
medè,medeː,RVTV,RV.TV,CV.CV
media,media,RVTVV,RV.TV.V,CV.CV.V
miting,miting,RVTVRT,RV.TVR.T,CV.CVC.C
megoà,megoaː,RVTVV,RV.TV.V,CV.CV.V
melgoá,melgoaː,RVRTVV,RVR.TV.V,CVC.CV.V
megoador,megoadoɾ,RVTVVTVR,RV.TV.V.TVR,CV.CV.V.CVC
meido,meido,RVGTV,RVG.TV,CVV.CV
melhoramente,meʎoɾamente,RVRVRVRVRTV,RV.RVRV.RVR.TV,CV.CVCV.CVC.CV
